,date,province,district,market,market_id,category,commodity,commodity_id,unit,pricetype,currency,price,usdprice
1634,12/15/2015,Eastern,Trincomalee,Trincomalee,366,cereals and tubers,Wheat flour,58,KG,Retail,LKR,84,0.59
1635,12/15/2015,North Central,Anuradhapura,Anuradhapura,1906,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,68.45,0.48
1636,12/15/2015,North Central,Anuradhapura,Anuradhapura,1906,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87,0.61
1637,12/15/2015,North Central,Polonnaruwa,Polonnaruwa,1888,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,67.45,0.47
1638,12/15/2015,North Western,Kurunegala,Kurunegala,1914,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,71.85,0.5
1639,12/15/2015,North Western,Kurunegala,Kurunegala,1914,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85,0.59
1640,12/15/2015,North Western,Puttalam,Puttalam,1918,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,67.35,0.47
1641,12/15/2015,North Western,Puttalam,Puttalam,1918,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85,0.59
1642,12/15/2015,Northern,Jaffna,Jaffna,362,cereals and tubers,Wheat flour,58,KG,Retail,LKR,74,0.52
1643,12/15/2015,Northern,Kilinochchi,Kilinochchi,363,cereals and tubers,Wheat flour,58,KG,Retail,LKR,75,0.52
1644,12/15/2015,Northern,Mannar,Mannar,364,cereals and tubers,Wheat flour,58,KG,Retail,LKR,82,0.57
1645,12/15/2015,Northern,Mullattivu,Mulaitivu,365,cereals and tubers,Wheat flour,58,KG,Retail,LKR,80,0.56
1646,12/15/2015,Northern,Vavuniya,Vavuniya,367,cereals and tubers,Wheat flour,58,KG,Retail,LKR,82.65,0.58
1647,12/15/2015,Sabaragamuwa,Ratnapura,Rathnapura,1919,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,68.35,0.48
1648,12/15/2015,Sabaragamuwa,Ratnapura,Rathnapura,1919,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85,0.59
1649,12/15/2015,Southern,Galle,Galle,1910,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,68.45,0.48
1650,12/15/2015,Southern,Galle,Galle,1910,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85.45,0.6
1651,12/15/2015,Southern,Hambantota,Hambantota,1908,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,69,0.48
1652,12/15/2015,Southern,Hambantota,Hambantota,1908,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85.45,0.6
1653,12/15/2015,Uva,Badulla,Badulla,1907,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,65.15,0.45
1654,12/15/2015,Uva,Moneragala,Monaragala,1889,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,64.03,0.45
1655,12/15/2015,Uva,Moneragala,Monaragala,1889,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87,0.61
1656,12/15/2015,Western,Colombo,Colombo City,368,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87,0.61
1657,12/15/2015,Western,Colombo,Colombo City,368,miscellaneous food,Sugar,97,KG,Retail,LKR,90,0.63
1660,12/15/2015,Western,Gampaha,Gampaha,1909,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,73.55,0.51
1661,12/15/2015,Western,Kalutara,Kalutara,1911,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,69.9,0.49
1662,12/15/2015,Western,Kalutara,Kalutara,1911,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.8,0.61
1663,1/15/2016,Western,Colombo,Colombo City,368,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,86.28,0.6
1664,1/15/2016,Western,Colombo,Colombo City,368,cereals and tubers,Wheat flour,58,KG,Retail,LKR,93.67,0.65
1665,1/15/2016,Western,Colombo,Colombo City,368,miscellaneous food,Sugar,97,KG,Retail,LKR,96.8,0.67
1670,2/15/2016,Central,Kandy,Kandy,1912,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,75.5,0.53
1671,2/15/2016,Central,Kandy,Kandy,1912,miscellaneous food,Sugar,97,KG,Retail,LKR,101.25,0.71
1672,2/15/2016,Central,Matale,Matale,1915,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,68,0.47
1673,2/15/2016,Central,Matale,Matale,1915,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85,0.59
1674,2/15/2016,Central,Matale,Matale,1915,miscellaneous food,Sugar,97,KG,Retail,LKR,95.79,0.67
1675,2/15/2016,Central,Nuwara Eliya,Nuwara Eliya,1917,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.5,0.61
1676,2/15/2016,Central,Nuwara Eliya,Nuwara Eliya,1917,miscellaneous food,Sugar,97,KG,Retail,LKR,104.42,0.73
1677,2/15/2016,Eastern,Ampara,Ampara,360,cereals and tubers,Wheat flour,58,KG,Retail,LKR,84.5,0.59
1678,2/15/2016,Eastern,Ampara,Ampara,360,miscellaneous food,Sugar,97,KG,Retail,LKR,100.25,0.7
1679,2/15/2016,Eastern,Batticaloa,Batticaloa,361,cereals and tubers,Wheat flour,58,KG,Retail,LKR,80,0.56
1680,2/15/2016,Eastern,Batticaloa,Batticaloa,361,miscellaneous food,Sugar,97,KG,Retail,LKR,98.17,0.68
1681,2/15/2016,Eastern,Trincomalee,Trincomalee,366,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.42,0.61
1682,2/15/2016,North Central,Anuradhapura,Anuradhapura,1906,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,71.42,0.5
1683,2/15/2016,North Central,Anuradhapura,Anuradhapura,1906,miscellaneous food,Sugar,97,KG,Retail,LKR,96,0.67
1684,2/15/2016,North Central,Polonnaruwa,Polonnaruwa,1888,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,75.83,0.53
1685,2/15/2016,North Central,Polonnaruwa,Polonnaruwa,1888,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.25,0.6
1686,2/15/2016,North Western,Kurunegala,Kurunegala,1914,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,67.08,0.47
1687,2/15/2016,North Western,Kurunegala,Kurunegala,1914,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.17,0.61
1688,2/15/2016,North Western,Kurunegala,Kurunegala,1914,miscellaneous food,Sugar,97,KG,Retail,LKR,97,0.68
1689,2/15/2016,North Western,Puttalam,Puttalam,1918,miscellaneous food,Sugar,97,KG,Retail,LKR,96.42,0.67
1690,2/15/2016,Northern,Jaffna,Jaffna,362,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,70,0.49
1691,2/15/2016,Northern,Jaffna,Jaffna,362,cereals and tubers,Wheat flour,58,KG,Retail,LKR,74,0.52
1692,2/15/2016,Northern,Jaffna,Jaffna,362,miscellaneous food,Sugar,97,KG,Retail,LKR,95,0.66
1693,2/15/2016,Northern,Kilinochchi,Kilinochchi,363,cereals and tubers,Wheat flour,58,KG,Retail,LKR,76.25,0.53
1694,2/15/2016,Northern,Kilinochchi,Kilinochchi,363,miscellaneous food,Sugar,97,KG,Retail,LKR,99.08,0.69
1695,2/15/2016,Northern,Mannar,Mannar,364,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85,0.59
1696,2/15/2016,Northern,Mannar,Mannar,364,miscellaneous food,Sugar,97,KG,Retail,LKR,100,0.7
1697,2/15/2016,Northern,Mullattivu,Mulaitivu,365,cereals and tubers,Wheat flour,58,KG,Retail,LKR,76.67,0.53
1698,2/15/2016,Northern,Vavuniya,Vavuniya,367,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,71.67,0.5
1699,2/15/2016,Northern,Vavuniya,Vavuniya,367,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85,0.59
1700,2/15/2016,Northern,Vavuniya,Vavuniya,367,miscellaneous food,Sugar,97,KG,Retail,LKR,99.42,0.69
1701,2/15/2016,Sabaragamuwa,Kegalle,Kegalle,1913,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,72.67,0.51
1702,2/15/2016,Sabaragamuwa,Ratnapura,Rathnapura,1919,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,68.25,0.48
1703,2/15/2016,Sabaragamuwa,Ratnapura,Rathnapura,1919,cereals and tubers,Wheat flour,58,KG,Retail,LKR,84,0.59
1704,2/15/2016,Southern,Galle,Galle,1910,miscellaneous food,Sugar,97,KG,Retail,LKR,98.71,0.69
1705,2/15/2016,Southern,Hambantota,Hambantota,1908,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,69.5,0.48
1706,2/15/2016,Southern,Hambantota,Hambantota,1908,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.21,0.6
1707,2/15/2016,Southern,Matara,Matara,1916,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,77.25,0.54
1708,2/15/2016,Southern,Matara,Matara,1916,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.42,0.6
1709,2/15/2016,Southern,Matara,Matara,1916,miscellaneous food,Sugar,97,KG,Retail,LKR,93.17,0.65
1710,2/15/2016,Uva,Badulla,Badulla,1907,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,75.42,0.53
1711,2/15/2016,Uva,Badulla,Badulla,1907,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87,0.61
1712,2/15/2016,Uva,Badulla,Badulla,1907,miscellaneous food,Sugar,97,KG,Retail,LKR,98.33,0.69
1713,2/15/2016,Uva,Moneragala,Monaragala,1889,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.75,0.61
1714,2/15/2016,Uva,Moneragala,Monaragala,1889,miscellaneous food,Sugar,97,KG,Retail,LKR,100,0.7
1715,2/15/2016,Western,Colombo,Colombo City,368,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.72,0.6
1716,2/15/2016,Western,Colombo,Colombo City,368,miscellaneous food,Sugar,97,KG,Retail,LKR,97.88,0.68
1717,2/15/2016,Western,Gampaha,Gampaha,1909,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87,0.61
1718,2/15/2016,Western,Kalutara,Kalutara,1911,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,73.92,0.52
1719,2/15/2016,Western,Kalutara,Kalutara,1911,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.67,0.61
1721,3/15/2016,Central,Kandy,Kandy,1912,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,67.67,0.47
1722,3/15/2016,Central,Kandy,Kandy,1912,cereals and tubers,Wheat flour,58,KG,Retail,LKR,92.17,0.64
1723,3/15/2016,Central,Matale,Matale,1915,miscellaneous food,Sugar,97,KG,Retail,LKR,97.83,0.68
1724,3/15/2016,Central,Nuwara Eliya,Nuwara Eliya,1917,cereals and tubers,Wheat flour,58,KG,Retail,LKR,91.17,0.63
1725,3/15/2016,Central,Nuwara Eliya,Nuwara Eliya,1917,miscellaneous food,Sugar,97,KG,Retail,LKR,102.75,0.71
1726,3/15/2016,Eastern,Ampara,Ampara,360,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,67.5,0.47
1727,3/15/2016,Eastern,Ampara,Ampara,360,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.62,0.61
1728,3/15/2016,Eastern,Batticaloa,Batticaloa,361,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,65,0.45
1729,3/15/2016,Eastern,Batticaloa,Batticaloa,361,cereals and tubers,Wheat flour,58,KG,Retail,LKR,82.5,0.57
1730,3/15/2016,Eastern,Batticaloa,Batticaloa,361,miscellaneous food,Sugar,97,KG,Retail,LKR,99,0.68
1731,3/15/2016,Eastern,Trincomalee,Trincomalee,366,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,66.33,0.46
1732,3/15/2016,Eastern,Trincomalee,Trincomalee,366,cereals and tubers,Wheat flour,58,KG,Retail,LKR,90.17,0.62
1733,3/15/2016,Eastern,Trincomalee,Trincomalee,366,miscellaneous food,Sugar,97,KG,Retail,LKR,96.42,0.67
1734,3/15/2016,North Central,Anuradhapura,Anuradhapura,1906,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,67.33,0.47
1735,3/15/2016,North Central,Anuradhapura,Anuradhapura,1906,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.17,0.6
1736,3/15/2016,North Central,Anuradhapura,Anuradhapura,1906,miscellaneous food,Sugar,97,KG,Retail,LKR,97.08,0.67
1737,3/15/2016,North Central,Polonnaruwa,Polonnaruwa,1888,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.58,0.6
1738,3/15/2016,North Central,Polonnaruwa,Polonnaruwa,1888,miscellaneous food,Sugar,97,KG,Retail,LKR,99.08,0.68
1739,3/15/2016,North Western,Kurunegala,Kurunegala,1914,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,60.5,0.42
1740,3/15/2016,North Western,Puttalam,Puttalam,1918,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,55.83,0.39
1741,3/15/2016,Northern,Jaffna,Jaffna,362,cereals and tubers,Wheat flour,58,KG,Retail,LKR,76.58,0.53
1742,3/15/2016,Northern,Jaffna,Jaffna,362,miscellaneous food,Sugar,97,KG,Retail,LKR,97.83,0.68
1743,3/15/2016,Northern,Kilinochchi,Kilinochchi,363,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,66.83,0.46
1744,3/15/2016,Northern,Kilinochchi,Kilinochchi,363,cereals and tubers,Wheat flour,58,KG,Retail,LKR,80.5,0.56
1745,3/15/2016,Northern,Kilinochchi,Kilinochchi,363,miscellaneous food,Sugar,97,KG,Retail,LKR,99.83,0.69
1746,3/15/2016,Northern,Mannar,Mannar,364,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.17,0.6
1747,3/15/2016,Northern,Mullattivu,Mulaitivu,365,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,68.75,0.47
1748,3/15/2016,Northern,Mullattivu,Mulaitivu,365,cereals and tubers,Wheat flour,58,KG,Retail,LKR,76.25,0.53
1749,3/15/2016,Northern,Mullattivu,Mulaitivu,365,miscellaneous food,Sugar,97,KG,Retail,LKR,100,0.69
1750,3/15/2016,Northern,Vavuniya,Vavuniya,367,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,60.42,0.42
1751,3/15/2016,Northern,Vavuniya,Vavuniya,367,cereals and tubers,Wheat flour,58,KG,Retail,LKR,80.08,0.55
1752,3/15/2016,Sabaragamuwa,Kegalle,Kegalle,1913,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,66.67,0.46
1753,3/15/2016,Sabaragamuwa,Kegalle,Kegalle,1913,miscellaneous food,Sugar,97,KG,Retail,LKR,100.83,0.7
1754,3/15/2016,Sabaragamuwa,Ratnapura,Rathnapura,1919,miscellaneous food,Sugar,97,KG,Retail,LKR,98.78,0.68
1755,3/15/2016,Southern,Galle,Galle,1910,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,82.42,0.57
1756,3/15/2016,Southern,Galle,Galle,1910,cereals and tubers,Wheat flour,58,KG,Retail,LKR,88,0.61
1757,3/15/2016,Southern,Hambantota,Hambantota,1908,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,71.38,0.49
1758,3/15/2016,Southern,Hambantota,Hambantota,1908,cereals and tubers,Wheat flour,58,KG,Retail,LKR,91,0.63
1759,3/15/2016,Southern,Matara,Matara,1916,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,76.33,0.53
1760,3/15/2016,Southern,Matara,Matara,1916,cereals and tubers,Wheat flour,58,KG,Retail,LKR,89.58,0.62
1761,3/15/2016,Uva,Badulla,Badulla,1907,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,76.67,0.53
1762,3/15/2016,Uva,Badulla,Badulla,1907,miscellaneous food,Sugar,97,KG,Retail,LKR,103.67,0.72
1763,3/15/2016,Uva,Moneragala,Monaragala,1889,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,78.08,0.54
1764,3/15/2016,Uva,Moneragala,Monaragala,1889,cereals and tubers,Wheat flour,58,KG,Retail,LKR,88.25,0.61
1765,3/15/2016,Uva,Moneragala,Monaragala,1889,miscellaneous food,Sugar,97,KG,Retail,LKR,100,0.69
1766,3/15/2016,Western,Colombo,Colombo City,368,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,72.97,0.5
1767,3/15/2016,Western,Colombo,Colombo City,368,cereals and tubers,Wheat flour,58,KG,Retail,LKR,88.8,0.61
1768,3/15/2016,Western,Colombo,Colombo City,368,miscellaneous food,Sugar,97,KG,Retail,LKR,99.52,0.69
1769,3/15/2016,Western,Gampaha,Gampaha,1909,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,72.04,0.5
1770,3/15/2016,Western,Gampaha,Gampaha,1909,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87,0.6
1771,3/15/2016,Western,Kalutara,Kalutara,1911,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,70.58,0.49
1772,3/15/2016,Western,Kalutara,Kalutara,1911,cereals and tubers,Wheat flour,58,KG,Retail,LKR,88.83,0.61
1773,3/15/2016,Western,Kalutara,Kalutara,1911,miscellaneous food,Sugar,97,KG,Retail,LKR,101.33,0.7
1776,4/15/2016,Central,Kandy,Kandy,1912,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,69.67,0.48
1777,4/15/2016,Central,Kandy,Kandy,1912,cereals and tubers,Wheat flour,58,KG,Retail,LKR,90,0.62
1778,4/15/2016,Central,Kandy,Kandy,1912,miscellaneous food,Sugar,97,KG,Retail,LKR,106.25,0.73
1779,4/15/2016,Central,Matale,Matale,1915,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,68.75,0.47
1780,4/15/2016,Central,Nuwara Eliya,Nuwara Eliya,1917,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,71.08,0.49
1781,4/15/2016,Central,Nuwara Eliya,Nuwara Eliya,1917,cereals and tubers,Wheat flour,58,KG,Retail,LKR,90.33,0.62
1782,4/15/2016,Central,Nuwara Eliya,Nuwara Eliya,1917,miscellaneous food,Sugar,97,KG,Retail,LKR,106.25,0.73
1783,4/15/2016,Eastern,Ampara,Ampara,360,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,65.5,0.45
1784,4/15/2016,Eastern,Ampara,Ampara,360,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.5,0.6
1785,4/15/2016,Eastern,Ampara,Ampara,360,miscellaneous food,Sugar,97,KG,Retail,LKR,103.25,0.71
1786,4/15/2016,Eastern,Batticaloa,Batticaloa,361,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,68.75,0.47
1787,4/15/2016,Eastern,Batticaloa,Batticaloa,361,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85,0.59
1788,4/15/2016,Eastern,Trincomalee,Trincomalee,366,cereals and tubers,Wheat flour,58,KG,Retail,LKR,96,0.66
1789,4/15/2016,North Central,Anuradhapura,Anuradhapura,1906,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,67.21,0.46
1790,4/15/2016,North Central,Anuradhapura,Anuradhapura,1906,miscellaneous food,Sugar,97,KG,Retail,LKR,106.79,0.74
1791,4/15/2016,North Central,Polonnaruwa,Polonnaruwa,1888,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,76.17,0.53
1792,4/15/2016,North Central,Polonnaruwa,Polonnaruwa,1888,cereals and tubers,Wheat flour,58,KG,Retail,LKR,97.67,0.67
1793,4/15/2016,North Central,Polonnaruwa,Polonnaruwa,1888,miscellaneous food,Sugar,97,KG,Retail,LKR,105.42,0.73
1794,4/15/2016,North Western,Puttalam,Puttalam,1918,cereals and tubers,Wheat flour,58,KG,Retail,LKR,91.67,0.63
1795,4/15/2016,Northern,Jaffna,Jaffna,362,cereals and tubers,Wheat flour,58,KG,Retail,LKR,83.33,0.58
1796,4/15/2016,Northern,Jaffna,Jaffna,362,miscellaneous food,Sugar,97,KG,Retail,LKR,102.08,0.7
1797,4/15/2016,Northern,Kilinochchi,Kilinochchi,363,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,65.42,0.45
1798,4/15/2016,Northern,Kilinochchi,Kilinochchi,363,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85,0.59
1799,4/15/2016,Northern,Mannar,Mannar,364,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,80,0.55
1800,4/15/2016,Northern,Mannar,Mannar,364,cereals and tubers,Wheat flour,58,KG,Retail,LKR,93,0.64
1801,4/15/2016,Northern,Mannar,Mannar,364,miscellaneous food,Sugar,97,KG,Retail,LKR,105,0.72
1802,4/15/2016,Northern,Mullattivu,Mulaitivu,365,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85,0.59
1803,4/15/2016,Northern,Mullattivu,Mulaitivu,365,miscellaneous food,Sugar,97,KG,Retail,LKR,100,0.69
1804,4/15/2016,Northern,Vavuniya,Vavuniya,367,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,63.75,0.44
1805,4/15/2016,Northern,Vavuniya,Vavuniya,367,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86,0.59
1806,4/15/2016,Sabaragamuwa,Kegalle,Kegalle,1913,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,68.33,0.47
1807,4/15/2016,Sabaragamuwa,Kegalle,Kegalle,1913,miscellaneous food,Sugar,97,KG,Retail,LKR,104.92,0.72
1808,4/15/2016,Sabaragamuwa,Ratnapura,Rathnapura,1919,miscellaneous food,Sugar,97,KG,Retail,LKR,103,0.71
1809,4/15/2016,Southern,Galle,Galle,1910,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,96.17,0.66
1810,4/15/2016,Southern,Galle,Galle,1910,cereals and tubers,Wheat flour,58,KG,Retail,LKR,94,0.65
1811,4/15/2016,Southern,Galle,Galle,1910,miscellaneous food,Sugar,97,KG,Retail,LKR,103,0.71
1812,4/15/2016,Southern,Hambantota,Hambantota,1908,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,70.54,0.49
1813,4/15/2016,Southern,Hambantota,Hambantota,1908,cereals and tubers,Wheat flour,58,KG,Retail,LKR,92.5,0.64
1814,4/15/2016,Southern,Hambantota,Hambantota,1908,miscellaneous food,Sugar,97,KG,Retail,LKR,98.17,0.68
1815,4/15/2016,Southern,Matara,Matara,1916,cereals and tubers,Wheat flour,58,KG,Retail,LKR,94,0.65
1816,4/15/2016,Southern,Matara,Matara,1916,miscellaneous food,Sugar,97,KG,Retail,LKR,102.33,0.71
1817,4/15/2016,Uva,Badulla,Badulla,1907,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,76.83,0.53
1818,4/15/2016,Uva,Badulla,Badulla,1907,cereals and tubers,Wheat flour,58,KG,Retail,LKR,94.33,0.65
1819,4/15/2016,Uva,Badulla,Badulla,1907,miscellaneous food,Sugar,97,KG,Retail,LKR,105,0.72
1820,4/15/2016,Uva,Moneragala,Monaragala,1889,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,76.33,0.53
1821,4/15/2016,Uva,Moneragala,Monaragala,1889,cereals and tubers,Wheat flour,58,KG,Retail,LKR,98,0.68
1822,4/15/2016,Uva,Moneragala,Monaragala,1889,miscellaneous food,Sugar,97,KG,Retail,LKR,110,0.76
1823,4/15/2016,Western,Colombo,Colombo City,368,cereals and tubers,Rice (white),133,KG,Retail,LKR,67.04,0.46
1824,4/15/2016,Western,Colombo,Colombo City,368,cereals and tubers,Wheat flour,58,KG,Retail,LKR,92.23,0.64
1825,4/15/2016,Western,Colombo,Colombo City,368,miscellaneous food,Sugar,97,KG,Retail,LKR,103.78,0.72
1826,4/15/2016,Western,Gampaha,Gampaha,1909,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,68.75,0.47
1827,4/15/2016,Western,Kalutara,Kalutara,1911,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,70.58,0.49
1828,4/15/2016,Western,Kalutara,Kalutara,1911,cereals and tubers,Wheat flour,58,KG,Retail,LKR,92.33,0.64
1831,5/15/2016,Central,Kandy,Kandy,1912,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,67.62,0.46
1832,5/15/2016,Central,Kandy,Kandy,1912,cereals and tubers,Wheat flour,58,KG,Retail,LKR,95,0.65
1833,5/15/2016,Central,Kandy,Kandy,1912,miscellaneous food,Sugar,97,KG,Retail,LKR,108.33,0.74
1834,5/15/2016,Central,Matale,Matale,1915,cereals and tubers,Wheat flour,58,KG,Retail,LKR,95,0.65
1835,5/15/2016,Central,Matale,Matale,1915,miscellaneous food,Sugar,97,KG,Retail,LKR,105.17,0.72
1836,5/15/2016,Central,Nuwara Eliya,Nuwara Eliya,1917,cereals and tubers,Wheat flour,58,KG,Retail,LKR,91,0.62
1837,5/15/2016,Central,Nuwara Eliya,Nuwara Eliya,1917,miscellaneous food,Sugar,97,KG,Retail,LKR,107.75,0.74
1838,5/15/2016,Eastern,Ampara,Ampara,360,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,71.62,0.49
1839,5/15/2016,Eastern,Ampara,Ampara,360,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.5,0.6
1840,5/15/2016,Eastern,Ampara,Ampara,360,miscellaneous food,Sugar,97,KG,Retail,LKR,105.5,0.72
1841,5/15/2016,Eastern,Batticaloa,Batticaloa,361,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,72.25,0.5
1842,5/15/2016,Eastern,Batticaloa,Batticaloa,361,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85,0.58
1843,5/15/2016,Eastern,Batticaloa,Batticaloa,361,miscellaneous food,Sugar,97,KG,Retail,LKR,105,0.72
1844,5/15/2016,Eastern,Trincomalee,Trincomalee,366,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,67.17,0.46
1845,5/15/2016,Eastern,Trincomalee,Trincomalee,366,cereals and tubers,Wheat flour,58,KG,Retail,LKR,97,0.67
1846,5/15/2016,Eastern,Trincomalee,Trincomalee,366,miscellaneous food,Sugar,97,KG,Retail,LKR,104.5,0.72
1847,5/15/2016,North Central,Anuradhapura,Anuradhapura,1906,cereals and tubers,Wheat flour,58,KG,Retail,LKR,95.17,0.65
1848,5/15/2016,North Central,Polonnaruwa,Polonnaruwa,1888,cereals and tubers,Wheat flour,58,KG,Retail,LKR,98.4,0.67
1849,5/15/2016,North Central,Polonnaruwa,Polonnaruwa,1888,miscellaneous food,Sugar,97,KG,Retail,LKR,108.5,0.74
1850,5/15/2016,North Western,Kurunegala,Kurunegala,1914,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,70.75,0.49
1851,5/15/2016,North Western,Kurunegala,Kurunegala,1914,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87,0.6
1852,5/15/2016,North Western,Kurunegala,Kurunegala,1914,miscellaneous food,Sugar,97,KG,Retail,LKR,104.42,0.72
1853,5/15/2016,North Western,Puttalam,Puttalam,1918,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,66.67,0.46
1854,5/15/2016,North Western,Puttalam,Puttalam,1918,cereals and tubers,Wheat flour,58,KG,Retail,LKR,90,0.62
1855,5/15/2016,Northern,Jaffna,Jaffna,362,cereals and tubers,Wheat flour,58,KG,Retail,LKR,83.33,0.57
1856,5/15/2016,Northern,Jaffna,Jaffna,362,miscellaneous food,Sugar,97,KG,Retail,LKR,103.75,0.71
1857,5/15/2016,Northern,Kilinochchi,Kilinochchi,363,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85,0.58
1858,5/15/2016,Northern,Kilinochchi,Kilinochchi,363,miscellaneous food,Sugar,97,KG,Retail,LKR,104.67,0.72
1859,5/15/2016,Northern,Mannar,Mannar,364,cereals and tubers,Wheat flour,58,KG,Retail,LKR,93,0.64
1860,5/15/2016,Northern,Mannar,Mannar,364,miscellaneous food,Sugar,97,KG,Retail,LKR,105.92,0.73
